орон+pos+N+deriv+nmlz+num+sg+case+nom	ором^мул
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.ар^дьын^нар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.ар^дьын^нар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.ар^дьын^нар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.ар^дьын^нар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+com	таба^.drv.vblz3.ар^дьын^нар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+cmpr	таба^.drv.vblz3.ар^дьын^нар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+part	таба^.drv.vblz3.ар^дьын^нар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+abl	таба^.drv.vblz3.ар^дьын^нар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.ар^дьын^нара
таба+pos+N+deriv+vblz3+pos+V	таба^.drv.vblz3.аар
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+3	таба^.drv.vblz3.аар^аахд^ыыр
таба+pos+N+deriv+vblz3+pos+V+deriv+attd	таба^.drv.vblz3.аар^аахтаа
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	таба^.drv.vblz3.аар^аахтаа^бап^пыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	таба^.drv.vblz3.аар^аахтаа^бап^пын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	таба^.drv.vblz3.аар^аахтаа^бак^кыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	таба^.drv.vblz3.аар^аахтаа^бак^кын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	таба^.drv.vblz3.аар^аахтаа^бат
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	таба^.drv.vblz3.аар^аахтаа^бат^тар
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+1	таба^.drv.vblz3.аар^аахтаа^ыы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+1	таба^.drv.vblz3.аар^аахтаа^ыы^бын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+2	таба^.drv.vblz3.аар^аахтаа^ыы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+2	таба^.drv.vblz3.аар^аахтаа^ыы^гын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+3	таба^.drv.vblz3.аар^аахтаа^ыыл^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom	таба^.drv.vblz3.аар^ааччы
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom	таба^.drv.vblz3.аар^ааччы^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+dat	таба^.drv.vblz3.аар^ааччы^лар^га
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+acc	таба^.drv.vblz3.аар^ааччы^лар^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+ins	таба^.drv.vblz3.аар^ааччы^лар^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	таба^.drv.vblz3.аар^ааччы^лар^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.аар^ааччы^лар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.аар^ааччы^лар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.аар^ааччы^лар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.аар^ааччы^лар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+com	таба^.drv.vblz3.аар^ааччы^лар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+cmpr	таба^.drv.vblz3.аар^ааччы^лар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+part	таба^.drv.vblz3.аар^ааччы^лар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+abl	таба^.drv.vblz3.аар^ааччы^лар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.аар^ааччы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+com	таба^.drv.vblz3.аар^ааччы^лыын
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+ins	таба^.drv.vblz3.аар^ааччы^нан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+acc	таба^.drv.vblz3.аар^ааччы^ны
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+dat	таба^.drv.vblz3.аар^ааччы^га
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+abl	таба^.drv.vblz3.аар^ааччы^ттан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+cmpr	таба^.drv.vblz3.аар^ааччы^тааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+part	таба^.drv.vblz3.аар^ааччы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	таба^.drv.vblz3.аар^ааччы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	таба^.drv.vblz3.аар^ааччы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.аар^ааччы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	таба^.drv.vblz3.аар^ааччы^ҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	таба^.drv.vblz3.аар^ааччы^м
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	таба^.drv.vblz3.аар^ааччы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom	таба^.drv.vblz3.аар^ыы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom	таба^.drv.vblz3.аар^ыы^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+dat	таба^.drv.vblz3.аар^ыы^лар^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+acc	таба^.drv.vblz3.аар^ыы^лар^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+ins	таба^.drv.vblz3.аар^ыы^лар^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	таба^.drv.vblz3.аар^ыы^лар^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.аар^ыы^лар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.аар^ыы^лар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.аар^ыы^лар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.аар^ыы^лар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+com	таба^.drv.vblz3.аар^ыы^лар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+cmpr	таба^.drv.vblz3.аар^ыы^лар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+part	таба^.drv.vblz3.аар^ыы^лар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+abl	таба^.drv.vblz3.аар^ыы^лар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.аар^ыы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+com	таба^.drv.vblz3.аар^ыы^лыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+ins	таба^.drv.vblz3.аар^ыы^нан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+acc	таба^.drv.vblz3.аар^ыы^ны
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+dat	таба^.drv.vblz3.аар^ыы^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+abl	таба^.drv.vblz3.аар^ыы^ттан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+cmpr	таба^.drv.vblz3.аар^ыы^тааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+part	таба^.drv.vblz3.аар^ыы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	таба^.drv.vblz3.аар^ыы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	таба^.drv.vblz3.аар^ыы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.аар^ыы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	таба^.drv.vblz3.аар^ыы^ҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	таба^.drv.vblz3.аар^ыы^м
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	таба^.drv.vblz3.аар^ыы^та
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+1	таба^.drv.vblz3.аар^бап^пыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+1	таба^.drv.vblz3.аар^бап^пын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+2	таба^.drv.vblz3.аар^бак^кыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+2	таба^.drv.vblz3.аар^бак^кын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+3	таба^.drv.vblz3.аар^бат
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+3	таба^.drv.vblz3.аар^бат^тар
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+3	таба^.drv.vblz3.аар^ал^лар
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+1	таба^.drv.vblz3.аар^а^быт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+1	таба^.drv.vblz3.аар^а^бын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+2	таба^.drv.vblz3.аар^а^ҕыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+2	таба^.drv.vblz3.аар^а^ҕын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+3	таба^.drv.vblz3.аар^ар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.аар^дьым^мыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom	таба^.drv.vblz3.аар^дьын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+com	таба^.drv.vblz3.аар^дьын^ныын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+dat	таба^.drv.vblz3.аар^дьын^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+cmpr	таба^.drv.vblz3.аар^дьын^тааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+part	таба^.drv.vblz3.аар^дьын^та
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+abl	таба^.drv.vblz3.аар^дьын^тан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+acc	таба^.drv.vblz3.аар^дьын^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+ins	таба^.drv.vblz3.аар^дьын^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	таба^.drv.vblz3.аар^дьын^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	таба^.drv.vblz3.аар^дьын^а
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	таба^.drv.vblz3.аар^дьын^нара
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	таба^.drv.vblz3.аар^дьын^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	таба^.drv.vblz3.аар^дьын^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom	таба^.drv.vblz3.аар^дьын^нар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+dat	таба^.drv.vblz3.аар^дьын^нар^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+acc	таба^.drv.vblz3.аар^дьын^нар^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+ins	таба^.drv.vblz3.аар^дьын^нар^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	таба^.drv.vblz3.аар^дьын^нар^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.аар^дьын^нар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.аар^дьын^нар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.аар^дьын^нар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.аар^дьын^нар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+com	таба^.drv.vblz3.аар^дьын^нар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+cmpr	таба^.drv.vblz3.аар^дьын^нар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+part	таба^.drv.vblz3.аар^дьын^нар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+abl	таба^.drv.vblz3.аар^дьын^нар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.аар^дьын^нара
таба+pos+N+deriv+vblz3+pos+V	таба^.drv.vblz3.ыр
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+3	таба^.drv.vblz3.ыр^аахд^ыыр
таба+pos+N+deriv+vblz3+pos+V+deriv+attd	таба^.drv.vblz3.ыр^аахтаа
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	таба^.drv.vblz3.ыр^аахтаа^бап^пыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	таба^.drv.vblz3.ыр^аахтаа^бап^пын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	таба^.drv.vblz3.ыр^аахтаа^бак^кыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	таба^.drv.vblz3.ыр^аахтаа^бак^кын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	таба^.drv.vblz3.ыр^аахтаа^бат
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	таба^.drv.vblz3.ыр^аахтаа^бат^тар
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+1	таба^.drv.vblz3.ыр^аахтаа^ыы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+1	таба^.drv.vblz3.ыр^аахтаа^ыы^бын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+2	таба^.drv.vblz3.ыр^аахтаа^ыы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+2	таба^.drv.vblz3.ыр^аахтаа^ыы^гын
таба+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+3	таба^.drv.vblz3.ыр^аахтаа^ыыл^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom	таба^.drv.vblz3.ыр^ааччы
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom	таба^.drv.vblz3.ыр^ааччы^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+dat	таба^.drv.vblz3.ыр^ааччы^лар^га
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+acc	таба^.drv.vblz3.ыр^ааччы^лар^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+ins	таба^.drv.vblz3.ыр^ааччы^лар^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	таба^.drv.vblz3.ыр^ааччы^лар^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.ыр^ааччы^лар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.ыр^ааччы^лар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.ыр^ааччы^лар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.ыр^ааччы^лар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+com	таба^.drv.vblz3.ыр^ааччы^лар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+cmpr	таба^.drv.vblz3.ыр^ааччы^лар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+part	таба^.drv.vblz3.ыр^ааччы^лар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+abl	таба^.drv.vblz3.ыр^ааччы^лар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.ыр^ааччы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+com	таба^.drv.vblz3.ыр^ааччы^лыын
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+ins	таба^.drv.vblz3.ыр^ааччы^нан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+acc	таба^.drv.vblz3.ыр^ааччы^ны
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+dat	таба^.drv.vblz3.ыр^ааччы^га
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+abl	таба^.drv.vblz3.ыр^ааччы^ттан
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+cmpr	таба^.drv.vblz3.ыр^ааччы^тааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+part	таба^.drv.vblz3.ыр^ааччы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	таба^.drv.vblz3.ыр^ааччы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	таба^.drv.vblz3.ыр^ааччы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.ыр^ааччы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	таба^.drv.vblz3.ыр^ааччы^ҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	таба^.drv.vblz3.ыр^ааччы^м
таба+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	таба^.drv.vblz3.ыр^ааччы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom	таба^.drv.vblz3.ыр^ыы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom	таба^.drv.vblz3.ыр^ыы^лар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+dat	таба^.drv.vblz3.ыр^ыы^лар^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+acc	таба^.drv.vblz3.ыр^ыы^лар^ы
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+ins	таба^.drv.vblz3.ыр^ыы^лар^ынан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	таба^.drv.vblz3.ыр^ыы^лар^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	таба^.drv.vblz3.ыр^ыы^лар^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	таба^.drv.vblz3.ыр^ыы^лар^а
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	таба^.drv.vblz3.ыр^ыы^лар^ыҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	таба^.drv.vblz3.ыр^ыы^лар^ым
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+com	таба^.drv.vblz3.ыр^ыы^лар^дыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+cmpr	таба^.drv.vblz3.ыр^ыы^лар^дааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+part	таба^.drv.vblz3.ыр^ыы^лар^да
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+abl	таба^.drv.vblz3.ыр^ыы^лар^дан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	таба^.drv.vblz3.ыр^ыы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+com	таба^.drv.vblz3.ыр^ыы^лыын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+ins	таба^.drv.vblz3.ыр^ыы^нан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+acc	таба^.drv.vblz3.ыр^ыы^ны
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+dat	таба^.drv.vblz3.ыр^ыы^га
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+abl	таба^.drv.vblz3.ыр^ыы^ттан
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+cmpr	таба^.drv.vblz3.ыр^ыы^тааҕар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+part	таба^.drv.vblz3.ыр^ыы^та
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	таба^.drv.vblz3.ыр^ыы^лара
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	таба^.drv.vblz3.ыр^ыы^гыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.ыр^ыы^быт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	таба^.drv.vblz3.ыр^ыы^ҥ
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	таба^.drv.vblz3.ыр^ыы^м
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	таба^.drv.vblz3.ыр^ыы^та
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+1	таба^.drv.vblz3.ыр^бап^пыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+1	таба^.drv.vblz3.ыр^бап^пын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+2	таба^.drv.vblz3.ыр^бак^кыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+2	таба^.drv.vblz3.ыр^бак^кын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+3	таба^.drv.vblz3.ыр^бат
таба+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+3	таба^.drv.vblz3.ыр^бат^тар
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+3	таба^.drv.vblz3.ыр^ал^лар
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+1	таба^.drv.vblz3.ыр^а^быт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+1	таба^.drv.vblz3.ыр^а^бын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+2	таба^.drv.vblz3.ыр^а^ҕыт
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+2	таба^.drv.vblz3.ыр^а^ҕын
таба+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+3	таба^.drv.vblz3.ыр^ар
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	таба^.drv.vblz3.ыр^дьым^мыт
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom	таба^.drv.vblz3.ыр^дьын
таба+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+com	таба^.drv.vblz3.ыр^дьын^ныын
